id,kind,row_id,cluster_id,column,confidence,derivable,default,decision,proposed_value,note
160|Contract date,fill,160,,Contract date,Y,False,hold,hold,01-Jul-2024,Splash247 (published 01-Jul-2024): ADNOC L&S awarded Samsung Heavy Industries a 
160|Operator/charterer,fill,160,,Operator/charterer,Y,False,hold,hold,ADNOC,"Vessels ""will be time chartered to ADNOC subsidiaries for 20 years."" [charterer "
161|Contract date,fill,161,,Contract date,Y,False,hold,hold,01-Jul-2024,Splash247 (published 01-Jul-2024): ADNOC L&S awarded Samsung Heavy Industries a 
161|Operator/charterer,fill,161,,Operator/charterer,Y,False,hold,hold,ADNOC,"Vessels ""will be time chartered to ADNOC subsidiaries for 20 years."" [charterer "
507|Contract date,fill,507,,Contract date,G,False,accept,accept,31-Aug-2023,LNG Prime (31-Aug-2023): Cosco Shipping Energy Transportation said DSIC official
507|Price,fill,507,,Price,G,False,accept,accept,233300000,"LNG Prime states deal worth ""about $700 million or some $233.3 million per vesse"
507|Operator/charterer,fill,507,,Operator/charterer,G,False,accept,accept,Sinopec,"Article: vessels will ""serve Sinopec under long-term charters"" to ship US LNG (P"
519|Contract date,fill,519,,Contract date,G,False,accept,accept,31-Aug-2023,LNG Prime (31-Aug-2023): Cosco Shipping Energy Transportation said DSIC official
519|Price,fill,519,,Price,G,False,accept,accept,233300000,"LNG Prime states deal worth ""about $700 million or some $233.3 million per vesse"
519|Operator/charterer,fill,519,,Operator/charterer,G,False,accept,accept,Sinopec,"Article: vessels will ""serve Sinopec under long-term charters"" to ship US LNG (P"
1152|Price,fill,1152,,Price,Y,False,hold,accept,260000000,"LNG Prime: $1.04 billion for the quartet (Hulls 3635-3638); per-vessel = 1,040,0"
1153|Price,fill,1153,,Price,Y,False,hold,accept,260000000,"LNG Prime: $1.04 billion for the quartet (Hulls 3635-3638); per-vessel = 1,040,0"
1154|Price,fill,1154,,Price,Y,False,hold,accept,260000000,"LNG Prime: $1.04 billion for the quartet (Hulls 3635-3638); per-vessel = 1,040,0"
1155|Price,fill,1155,,Price,Y,False,hold,accept,260000000,"LNG Prime: $1.04 billion for the quartet (Hulls 3635-3638); per-vessel = 1,040,0"
1152|Operator/charterer,fill,1152,,Operator/charterer,G,False,accept,accept,Cheniere,Two independent domains name Cheniere as charterer for the NYK/Ocean Yield quart
1153|Operator/charterer,fill,1153,,Operator/charterer,G,False,accept,accept,Cheniere,Same as row 1152.
1154|Operator/charterer,fill,1154,,Operator/charterer,G,False,accept,accept,Cheniere,Same as row 1152.
1155|Operator/charterer,fill,1155,,Operator/charterer,G,False,accept,accept,Cheniere,Same as row 1152.
1152|Propulsion type,fill,1152,,Propulsion type,Y,False,hold,hold,X-DF,NYK press release on this quartet states X-DF engines literally.
1153|Propulsion type,fill,1153,,Propulsion type,Y,False,hold,hold,X-DF,Same as row 1152.
1154|Propulsion type,fill,1154,,Propulsion type,Y,False,hold,hold,X-DF,Same as row 1152.
1155|Propulsion type,fill,1155,,Propulsion type,Y,False,hold,hold,X-DF,Same as row 1152.
1152|Cargo type,fill,1152,,Cargo type,Y,False,hold,hold,membrane,Same NYK release states membrane containment.
1153|Cargo type,fill,1153,,Cargo type,Y,False,hold,hold,membrane,Same as row 1152.
1154|Cargo type,fill,1154,,Cargo type,Y,False,hold,hold,membrane,Same as row 1152.
1155|Cargo type,fill,1155,,Cargo type,Y,False,hold,hold,membrane,Same as row 1152.
1201|Price,fill,1201,,Price,Y,False,hold,accept,255000000,"LNG Prime: $1.02 billion for the option quartet; per-vessel = 1,020,000,000 / 4 "
1202|Price,fill,1202,,Price,Y,False,hold,accept,255000000,"LNG Prime: $1.02 billion for the option quartet; per-vessel = 1,020,000,000 / 4 "
1203|Price,fill,1203,,Price,Y,False,hold,accept,255000000,"LNG Prime: $1.02 billion for the option quartet; per-vessel = 1,020,000,000 / 4 "
1204|Price,fill,1204,,Price,Y,False,hold,accept,255000000,"LNG Prime: $1.02 billion for the option quartet; per-vessel = 1,020,000,000 / 4 "
1201|Operator/charterer,fill,1201,,Operator/charterer,G,False,accept,accept,Cheniere,"Two independent domains name Cheniere for this option quartet, expanding the NYK"
1202|Operator/charterer,fill,1202,,Operator/charterer,G,False,accept,accept,Cheniere,Same as row 1201.
1203|Operator/charterer,fill,1203,,Operator/charterer,G,False,accept,accept,Cheniere,Same as row 1201.
1204|Operator/charterer,fill,1204,,Operator/charterer,G,False,accept,accept,Cheniere,Same as row 1201.
1201|Propulsion type,fill,1201,,Propulsion type,Y,False,hold,hold,X-DF,Offshore Energy article on this option order states X-DF literally.
1202|Propulsion type,fill,1202,,Propulsion type,Y,False,hold,hold,X-DF,Same as row 1201.
1203|Propulsion type,fill,1203,,Propulsion type,Y,False,hold,hold,X-DF,Same as row 1201.
1204|Propulsion type,fill,1204,,Propulsion type,Y,False,hold,hold,X-DF,Same as row 1201.
1201|Cargo type,fill,1201,,Cargo type,Y,False,hold,hold,membrane,Same article states membrane containment.
1202|Cargo type,fill,1202,,Cargo type,Y,False,hold,hold,membrane,Same as row 1201.
1203|Cargo type,fill,1203,,Cargo type,Y,False,hold,hold,membrane,Same as row 1201.
1204|Cargo type,fill,1204,,Cargo type,Y,False,hold,hold,membrane,Same as row 1201.
193|Contract date,fill,193,,Contract date,G,False,accept,accept,10-Aug-2022,NYK press release dated 10-Aug-2022; substance corroborated by seatrade-maritime
194|Contract date,fill,194,,Contract date,G,False,accept,accept,10-Aug-2022,Same 7-ship consortium order; see row 193 note.
195|Contract date,fill,195,,Contract date,G,False,accept,accept,10-Aug-2022,Same 7-ship consortium order; see row 193 note.
193|Price,fill,193,,Price,Y,False,hold,accept,214285714,Seatrade Maritime: $1.5bn for the seven-vessel consortium order (Hulls 3395-3401
194|Price,fill,194,,Price,Y,False,hold,accept,214285714,Seatrade Maritime: $1.5bn for the seven-vessel consortium order (Hulls 3395-3401
195|Price,fill,195,,Price,Y,False,hold,accept,214285714,Seatrade Maritime: $1.5bn for the seven-vessel consortium order (Hulls 3395-3401
193|Operator/charterer,fill,193,,Operator/charterer,G,False,accept,accept,QatarEnergy,Both domains name QatarEnergy as the charterer of this HHI consortium order.
194|Operator/charterer,fill,194,,Operator/charterer,G,False,accept,accept,QatarEnergy,Same as row 193.
195|Operator/charterer,fill,195,,Operator/charterer,G,False,accept,accept,QatarEnergy,Same as row 193.
197|Operator/charterer,fill,197,,Operator/charterer,G,False,accept,accept,EnBW,Both domains name EnBW as charterer for this NYK-owned HHI order.
198|Operator/charterer,fill,198,,Operator/charterer,G,False,accept,accept,EnBW,Same as row 197.
199|Operator/charterer,fill,199,,Operator/charterer,G,False,accept,accept,EnBW,Same as row 197.
200|Operator/charterer,fill,200,,Operator/charterer,G,False,accept,accept,EnBW,Same as row 197.
197|Contract date,fill,197,,Contract date,Y,False,hold,hold,16-May-2023,NYK press release dated 16-May-2023.
198|Contract date,fill,198,,Contract date,Y,False,hold,hold,16-May-2023,Same as row 197.
199|Contract date,fill,199,,Contract date,Y,False,hold,hold,16-May-2023,Same as row 197.
200|Contract date,fill,200,,Contract date,Y,False,hold,hold,16-May-2023,Same as row 197.
197|Price,fill,197,,Price,Y,False,hold,hold,262000000,Article states $262m literally per vessel for this NYK/EnBW batch (not a derived
198|Price,fill,198,,Price,Y,False,hold,hold,262000000,Same as row 197.
199|Price,fill,199,,Price,Y,False,hold,hold,262000000,Same as row 197.
200|Price,fill,200,,Price,Y,False,hold,hold,262000000,Same as row 197.
197|Cargo type,fill,197,,Cargo type,Y,False,hold,hold,membrane,NYK release states membrane containment.
198|Cargo type,fill,198,,Cargo type,Y,False,hold,hold,membrane,Same as row 197.
199|Cargo type,fill,199,,Cargo type,Y,False,hold,hold,membrane,Same as row 197.
200|Cargo type,fill,200,,Cargo type,Y,False,hold,hold,membrane,Same as row 197.
137|Operator/charterer,fill,137,,Operator/charterer,Y,False,hold,hold,SeaRiver Maritime,Single source names SeaRiver Maritime (ExxonMobil unit) as charterer for this MI
144|Operator/charterer,fill,144,,Operator/charterer,Y,False,hold,hold,SeaRiver Maritime,Same duo order; see row 137 note.
137|Contract date,fill,137,,Contract date,Y,False,hold,hold,30-Sep-2022,Article publication date treated as same-day disclosure per rule; no separate si
144|Contract date,fill,144,,Contract date,Y,False,hold,hold,30-Sep-2022,Same as row 137.
156|Operator/charterer,fill,156,,Operator/charterer,G,False,accept,accept,Petronas,Two domains confirm Petronas as charterer for this MISC/Samsung Heavy duo.
157|Operator/charterer,fill,157,,Operator/charterer,G,False,accept,accept,Petronas,Same as row 156.
156|Contract date,fill,156,,Contract date,Y,False,hold,hold,01-Oct-2024,Article (published Oct 1 2024) references a stock-exchange filing 'on Tuesday' (
157|Contract date,fill,157,,Contract date,Y,False,hold,hold,01-Oct-2024,Same as row 156.
1206|Cargo type,fill,1206,,Cargo type,Y,False,hold,hold,membrane,GTT order article states the FSRU's tanks use GTT's Mark III membrane containmen
1156|Price,fill,1156,,Price,Y,False,hold,accept,251500000,Splash247 / Global Flow Control: $503m for the two-vessel order; per-vessel = 50
1157|Price,fill,1157,,Price,Y,False,hold,accept,251500000,Splash247 / Global Flow Control: $503m for the two-vessel order; per-vessel = 50
1156|Cargo type,fill,1156,,Cargo type,G,False,accept,accept,membrane,Both articles state GTT Mark III Flex membrane containment for these two vessels
1157|Cargo type,fill,1157,,Cargo type,G,False,accept,accept,membrane,Same as row 1156.
1174|Price,fill,1174,,Price,Y,False,hold,hold,252000000,Article states the single vessel is 'valued at just over US$252M' literally (not
1186|Price,fill,1186,,Price,Y,False,hold,hold,245000000,"Splash247 (03-Feb-2026): HD Hyundai Samho contract for a 174,000 cu m unit for S"
201|Contract date,fill,201,,Contract date,Y,False,hold,hold,17-Jan-2023,LNG Prime (published 17-Jan-2023): 'Parent KSOE said on Tuesday HHI would build 
201|Price,fill,201,,Price,Y,False,hold,hold,261000000,Same article: 'contract has a price tag of 971.4 billion won ($783 million) or $
202|Contract date,fill,202,,Contract date,Y,False,hold,hold,17-Jan-2023,"Same trio order as row 201 (yardno 3453, sister hull). See row 201 note for full"
202|Price,fill,202,,Price,Y,False,hold,hold,261000000,"Same trio order as row 201 ($261m/vessel, shipvault newprice 261300000 corrobora"
476|Contract date,fill,476,,Contract date,Y,False,hold,hold,02-May-2023,TradeWinds (2-May-2023): 'Korea Shipbuilding & Offshore Engineering said on Tues
258|Contract date,fill,258,,Contract date,Y,False,hold,hold,07-Jan-2022,LNG Prime: 'The companies signed the shipbuilding deal worth about 7.5 billion y
258|Price,fill,258,,Price,Y,False,hold,hold,196000000,Article states total ~$1.17bn for 6 ships and explicitly derives 'about $196 mil
258|Operator/charterer,fill,258,,Operator/charterer,Y,False,hold,hold,CNOOC Gas & Power,Article: 'CNOOC's gas and power unit would charter the six new vessels and use t
259|Contract date,fill,259,,Contract date,Y,False,hold,hold,07-Jan-2022,Same 6-vessel sextet order as row 258. See row 258 note.
259|Price,fill,259,,Price,Y,False,hold,hold,196000000,Same sextet order as row 258.
259|Operator/charterer,fill,259,,Operator/charterer,Y,False,hold,hold,CNOOC Gas & Power,Same sextet order as row 258.
260|Contract date,fill,260,,Contract date,Y,False,hold,hold,07-Jan-2022,Same 6-vessel sextet order as row 258. See row 258 note.
260|Price,fill,260,,Price,Y,False,hold,hold,196000000,Same sextet order as row 258.
260|Operator/charterer,fill,260,,Operator/charterer,Y,False,hold,hold,CNOOC Gas & Power,Same sextet order as row 258.
270|Operator/charterer,fill,270,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime (17-Jan-2023, on a different hull H1791A in the same MOL/Hudong-Zhongh"
271|Operator/charterer,fill,271,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same first-batch-of-four QatarEnergy charter as row 270. See row 270 note.
272|Operator/charterer,fill,272,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same first-batch-of-four QatarEnergy charter as row 270. See row 270 note.
275|Operator/charterer,fill,275,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same first-batch-of-four QatarEnergy charter as row 270. See row 270 note.
308|Price,fill,308,,Price,Y,False,hold,hold,333000000,"LNG Prime (9-Jun-2026): 'All of the QC-Max vessels, each worth approximately $33"
308|Operator/charterer,fill,308,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Article: QC-Max vessels 'will serve state-owned LNG giant QatarEnergy under char
309|Price,fill,309,,Price,Y,False,hold,hold,333000000,Same QC-Max class price as row 308.
309|Operator/charterer,fill,309,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same QC-Max charterer as row 308.
310|Price,fill,310,,Price,Y,False,hold,hold,333000000,Same QC-Max class price as row 308. NOTE: this row's shipvault owner is 'NAKILAT
310|Operator/charterer,fill,310,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Article: 'Qatar's Nakilat previously signed charter agreements with QatarEnergy 
311|Price,fill,311,,Price,Y,False,hold,hold,333000000,Same QC-Max class price as row 308.
311|Operator/charterer,fill,311,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same QC-Max charterer as row 308.
312|Price,fill,312,,Price,Y,False,hold,hold,333000000,Same QC-Max class price as row 308.
312|Operator/charterer,fill,312,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same QC-Max charterer as row 308.
313|Price,fill,313,,Price,Y,False,hold,hold,333000000,Same QC-Max class price as row 308.
313|Operator/charterer,fill,313,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same QC-Max charterer as row 308.
139|Price,fill,139,,Price,Y,False,hold,hold,230000000,LNG Prime (28-Mar-2024): 'QatarEnergy has also selected shipowners for the 15 ..
139|Operator/charterer,fill,139,,Operator/charterer,Y,False,hold,hold,QatarEnergy,QatarEnergy is the party 'booking' the vessels and selecting shipowners (CMES = 
143|Price,fill,143,,Price,Y,False,hold,hold,230000000,Same CMES/Samsung batch as row 139.
143|Operator/charterer,fill,143,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 139.
146|Price,fill,146,,Price,Y,False,hold,hold,230000000,Same CMES/Samsung batch as row 139.
146|Operator/charterer,fill,146,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 139.
150|Price,fill,150,,Price,Y,False,hold,hold,230000000,Same CMES/Samsung batch as row 139.
150|Operator/charterer,fill,150,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 139.
152|Price,fill,152,,Price,Y,False,hold,hold,230000000,Same CMES/Samsung batch as row 139.
152|Operator/charterer,fill,152,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 139.
154|Price,fill,154,,Price,Y,False,hold,hold,230000000,Same CMES/Samsung batch as row 139.
154|Operator/charterer,fill,154,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 139.
711|Price,fill,711,,Price,Y,False,hold,hold,235000000,LNG Prime (28-Mar-2023): 'China Taiping Insurance Holdings revealed this deal on
711|Operator/charterer,fill,711,,Operator/charterer,Y,False,hold,hold,Shandong Marine Energy,Article: 'Taiping 26 and Taiping 27 entered into bareboat charter deals with Sha
712|Price,fill,712,,Price,Y,False,hold,hold,235000000,Same Taiping/Jiangnan duo order as row 711. See row 711 note.
712|Operator/charterer,fill,712,,Operator/charterer,Y,False,hold,hold,Shandong Marine Energy,Same as row 711.
639|Operator/charterer,fill,639,,Operator/charterer,Y,False,hold,hold,Gaz-System,LNG Prime article metadata/description (article body itself is paywalled beyond 
639|Vessel type,fill,639,,Vessel type,Y,False,hold,hold,FSRU,Literally stated: '...MOL's floating storage and regasification unit (FSRU)...'.
408|Capacity,fill,408,,Capacity,Y,False,hold,hold,174000,"shipvault record for MT Athlos (IMO 9999981, HD Hyundai Samho yard no. 8206) sta"
244|Contract date,fill,244,,Contract date,Y,False,hold,hold,26-Feb-2024,"LNG Prime, 26-Feb-2024: HD KSOE disclosed a 4-vessel, 174,000cbm order at Hyunda"
244|Price,fill,244,,Price,Y,False,hold,hold,270000000,"Same article: en-bloc $1.08bn/4 vessels = $270m per vessel, stated literally in "
245|Contract date,fill,245,,Contract date,Y,False,hold,hold,26-Feb-2024,Same quartet order as Hull 8254; see note there re: owner-attribution hedge.
245|Price,fill,245,,Price,Y,False,hold,hold,270000000,Same quartet order as Hull 8254.
246|Contract date,fill,246,,Contract date,Y,False,hold,hold,26-Feb-2024,Same quartet order as Hull 8254; see note there re: owner-attribution hedge.
246|Price,fill,246,,Price,Y,False,hold,hold,270000000,Same quartet order as Hull 8254.
247|Contract date,fill,247,,Contract date,Y,False,hold,hold,26-Feb-2024,Same quartet order as Hull 8254; see note there re: owner-attribution hedge.
247|Price,fill,247,,Price,Y,False,hold,hold,270000000,Same quartet order as Hull 8254.
292|Contract date,fill,292,,Contract date,Y,False,hold,hold,29-Apr-2024,"QatarEnergy's 18-vessel, 271,000cbm QC-Max order at Hudong-Zhonghua, contract si"
292|Price,fill,292,,Price,Y,False,hold,hold,333000000,Article states literally: 'the entire order is worth almost $6 billion. This put
292|Operator/charterer,fill,292,,Operator/charterer,Y,False,hold,hold,QatarEnergy,QatarEnergy signed long-term time charter party (TCP) agreements with the shipow
296|Contract date,fill,296,,Contract date,Y,False,hold,hold,29-Apr-2024,Same QatarEnergy 18-vessel Hudong-Zhonghua order as row 292 (H1914A).
296|Price,fill,296,,Price,Y,False,hold,hold,333000000,Same order as row 292; $333m/vessel stated literally.
296|Operator/charterer,fill,296,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 292.
300|Contract date,fill,300,,Contract date,Y,False,hold,hold,29-Apr-2024,Same QatarEnergy 18-vessel Hudong-Zhonghua order as row 292 (H1922A).
300|Price,fill,300,,Price,Y,False,hold,hold,333000000,Same order as row 292; $333m/vessel stated literally.
300|Operator/charterer,fill,300,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 292.
303|Contract date,fill,303,,Contract date,Y,False,hold,hold,29-Apr-2024,Same QatarEnergy 18-vessel Hudong-Zhonghua order as row 292 (H1925A).
303|Price,fill,303,,Price,Y,False,hold,hold,333000000,Same order as row 292; $333m/vessel stated literally.
303|Operator/charterer,fill,303,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 292.
291|Contract date,fill,291,,Contract date,Y,False,hold,hold,29-Apr-2024,Same QatarEnergy 18-vessel order; Shandong Marine's 3 allocated hulls (rows 291/
291|Price,fill,291,,Price,Y,False,hold,hold,333000000,$333m/vessel stated literally in the article.
291|Operator/charterer,fill,291,,Operator/charterer,Y,False,hold,hold,QatarEnergy,QatarEnergy signed the TCP charter with Shandong Marine Group for its allocated 
294|Contract date,fill,294,,Contract date,Y,False,hold,hold,29-Apr-2024,Same order as row 291 (H1916A).
294|Price,fill,294,,Price,Y,False,hold,hold,333000000,Same as row 291.
294|Operator/charterer,fill,294,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 291.
297|Contract date,fill,297,,Contract date,Y,False,hold,hold,29-Apr-2024,Same order as row 291 (H1919A).
297|Price,fill,297,,Price,Y,False,hold,hold,333000000,Same as row 291.
297|Operator/charterer,fill,297,,Operator/charterer,Y,False,hold,hold,QatarEnergy,Same as row 291.
314|Capacity,fill,314,,Capacity,Y,False,hold,hold,174000,"shipvault record for HULL 8327 (Capital Maritime & Trading Corp, HD Hyundai Samh"
315|Capacity,fill,315,,Capacity,Y,False,hold,hold,174000,"shipvault record for HULL 8328, same order group as row 314. url_verifier --valu"
316|Capacity,fill,316,,Capacity,Y,False,hold,hold,174000,"shipvault record for HULL 8329, same order group as row 314. url_verifier --valu"
317|Capacity,fill,317,,Capacity,Y,False,hold,hold,174000,"shipvault record for HULL 4 (yardno NA), same order group as row 314. url_verifi"
124|Contract date,fill,124,,Contract date,Y,False,hold,hold,22-Nov-2022,"Seapeak press release: 'November 22, 2022 - Seapeak LLC entered into shipbuildin"
125|Contract date,fill,125,,Contract date,Y,False,hold,hold,22-Nov-2022,Same cluster order as row 124; see note there.
126|Contract date,fill,126,,Contract date,Y,False,hold,hold,22-Nov-2022,Same cluster order as row 124; see note there.
127|Contract date,fill,127,,Contract date,Y,False,hold,hold,22-Nov-2022,Same cluster order as row 124; see note there.
128|Contract date,fill,128,,Contract date,Y,False,hold,hold,22-Nov-2022,Same cluster order as row 124; see note there.
1150|Propulsion type,fill,1150,,Propulsion type,Y,False,hold,hold,X-DF,"Seapeak 6-K (SEC filing, hosted on StockTitan): 'During December 2025, the Compa"
1151|Propulsion type,fill,1151,,Propulsion type,Y,False,hold,hold,X-DF,Same order as row 1150; see note there.
375|Operator/charterer,fill,375,,Operator/charterer,Y,False,hold,hold,Arctic LNG 2 LLC,"gCaptain: Alexey Kosygin (pilot Arc7 vessel, Zvezda hull 041) was 'handed over ."
375|Cargo type,fill,375,,Cargo type,Y,False,hold,hold,membrane,Riviera: 'All 15 of ships being built by Zvezda will have GTT's Mark III membran
166|Capacity,fill,166,,Capacity,Y,False,hold,hold,174000,"Splash247 (20-Aug-2025): Samsung Heavy order described as 'six 174,000 cu m vess"
167|Capacity,fill,167,,Capacity,Y,False,hold,hold,174000,Same source/reasoning as row 166.
168|Capacity,fill,168,,Capacity,Y,False,hold,hold,174000,Same source/reasoning as row 166.
169|Capacity,fill,169,,Capacity,Y,False,hold,hold,174000,Same source/reasoning as row 166.
509|Operator/charterer,fill,509,,Operator/charterer,G,False,accept,accept,China Gas Hongda Energy Trading,"This 4-row cluster (rows 509-512) is actually TWO DSIC 175,000-cbm JV orders for"
510|Operator/charterer,fill,510,,Operator/charterer,G,False,accept,accept,China Gas Hongda Energy Trading,Same as row 509.
511|Operator/charterer,fill,511,,Operator/charterer,G,False,accept,accept,China Gas Hongda Energy Trading,Same as row 509.
512|Operator/charterer,fill,512,,Operator/charterer,G,False,accept,accept,China Gas Hongda Energy Trading,Same as row 509.
509|Price,fill,509,,Price,G,False,accept,accept,235000000,'$235 million per vessel' stated for the Sea Jade duo; the Ocean Jade duo articl
510|Price,fill,510,,Price,G,False,accept,accept,235000000,Same as row 509.
511|Price,fill,511,,Price,G,False,accept,accept,235000000,Same as row 509.
512|Price,fill,512,,Price,G,False,accept,accept,235000000,Same as row 509.
509|Cargo type,fill,509,,Cargo type,G,False,accept,accept,membrane,Both duos specified with 'GTT's Mark III Flex membrane containment system' (Sea 
510|Cargo type,fill,510,,Cargo type,G,False,accept,accept,membrane,Same as row 509.
511|Cargo type,fill,511,,Cargo type,G,False,accept,accept,membrane,Same as row 509.
512|Cargo type,fill,512,,Cargo type,G,False,accept,accept,membrane,Same as row 509.
295|Contract date,fill,295,,Contract date,Y,False,hold,hold,29-Apr-2024,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
295|Price,fill,295,,Price,Y,False,hold,hold,333000000,Per-vessel price from total: page states entire 18-vessel order worth almost $6b
295|Operator/charterer,fill,295,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
298|Contract date,fill,298,,Contract date,Y,False,hold,hold,29-Apr-2024,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
298|Price,fill,298,,Price,Y,False,hold,hold,333000000,Per-vessel price from total: page states entire 18-vessel order worth almost $6b
298|Operator/charterer,fill,298,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
299|Contract date,fill,299,,Contract date,Y,False,hold,hold,29-Apr-2024,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
299|Price,fill,299,,Price,Y,False,hold,hold,333000000,Per-vessel price from total: page states entire 18-vessel order worth almost $6b
299|Operator/charterer,fill,299,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
301|Contract date,fill,301,,Contract date,Y,False,hold,hold,29-Apr-2024,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
301|Price,fill,301,,Price,Y,False,hold,hold,333000000,Per-vessel price from total: page states entire 18-vessel order worth almost $6b
301|Operator/charterer,fill,301,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
302|Contract date,fill,302,,Contract date,Y,False,hold,hold,29-Apr-2024,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
302|Price,fill,302,,Price,Y,False,hold,hold,333000000,Per-vessel price from total: page states entire 18-vessel order worth almost $6b
302|Operator/charterer,fill,302,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
304|Contract date,fill,304,,Contract date,Y,False,hold,hold,29-Apr-2024,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
304|Price,fill,304,,Price,Y,False,hold,hold,333000000,Per-vessel price from total: page states entire 18-vessel order worth almost $6b
304|Operator/charterer,fill,304,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
305|Contract date,fill,305,,Contract date,Y,False,hold,hold,29-Apr-2024,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
305|Price,fill,305,,Price,Y,False,hold,hold,333000000,Per-vessel price from total: page states entire 18-vessel order worth almost $6b
305|Operator/charterer,fill,305,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
306|Contract date,fill,306,,Contract date,Y,False,hold,hold,29-Apr-2024,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
306|Price,fill,306,,Price,Y,False,hold,hold,333000000,Per-vessel price from total: page states entire 18-vessel order worth almost $6b
306|Operator/charterer,fill,306,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
307|Contract date,fill,307,,Contract date,Y,False,hold,hold,29-Apr-2024,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
307|Price,fill,307,,Price,Y,False,hold,hold,333000000,Per-vessel price from total: page states entire 18-vessel order worth almost $6b
307|Operator/charterer,fill,307,,Operator/charterer,Y,False,hold,hold,QatarEnergy,"LNG Prime 29-Apr-2024: QatarEnergy/CSSC signed $6bn contract for 18 271,000-cbm "
72|Capacity,fill,72,,Capacity,Y,False,hold,hold,174000,"shipvault.com ship record (via imo_tracker.py) lists 174,000 cbm capacity for th"
78|Capacity,fill,78,,Capacity,Y,False,hold,hold,174000,"shipvault.com ship record (via imo_tracker.py) lists 174,000 cbm capacity for th"
52|Operator/charterer,fill,52,,Operator/charterer,G,False,accept,accept,Chevron,"Hull 2558 / IMO 9983176 = 'FUJIN SAILOR', MOL's first Wind Challenger-equipped L"
1041|Price,fill,1041,,Price,G,False,accept,accept,413000000,"LNG Prime (02-Oct-2024, teaser text before paywall) states Hanwha Ocean secured "
1041|Operator/charterer,fill,1041,,Operator/charterer,Y,False,hold,hold,MOL,Splash247: 'Japan's Mitsui OSK Lines (MOL) has confirmed a newbuilding deal for 
1148|Price,fill,1148,,Price,Y,False,hold,hold,254000000,Riviera (27-Nov-2025): 'BRL's Week 48 newbuilding report logged two liquid natur
1149|Price,fill,1149,,Price,Y,False,hold,hold,254000000,Riviera (27-Nov-2025): 'BRL's Week 48 newbuilding report logged two liquid natur
